cliente,n_operaciones,n_vigentes,monto_total,saldo_total,plazo_prom,tasa_prom,patrimonio_tec,max_dias_mora,oficina,tipo_credito,garantia,sexo,calificacion_riesgo,antiguedad_max_dias,dias_hasta_ultimo_venc,riesgo_actual
266988,2,2,14000,10037.18,72.0,15.5,21903.62,0,4,CONSUMO,PERSONAL,M,A1,1009,1530,0
267106,2,1,10900,7416.4400000000005,193.0,14.75,19000.0,82,11,CONSUMO,DPF,F,A1,1015,894,1
267142,2,2,36400,33847.25,72.0,13.99,85000.0,0,5,CONSUMO,PERSONAL,F,A1,434,2126,0
267312,2,2,20000,9657.380000000001,42.0,15.344999999999999,17716.78,6,10,CONSUMO,PERSONAL,F,A1,1009,755,1
267428,2,2,12000,8364.76,60.0,15.245000000000001,30101.55,0,5,CONSUMO,PERSONAL,M,A1,1011,1045,0
267550,2,2,8500,4822.75,30.0,15.09,11200.0,0,9,CONSUMO,PERSONAL,M,A1,658,758,0
267644,2,2,18800,17772.43,51.0,16.45,26643.01,0,9,MICROCRÉDITO,PERSONAL,M,A1,192,1640,0
267649,2,2,23000,8568.84,44.0,15.7,115000.0,0,12,CONSUMO,PERSONAL,M,A1,1006,714,0
267691,2,2,15500,5270.0599999999995,42.0,15.5,20552.0,0,12,CONSUMO,PERSONAL,F,A1,1006,568,0
267936,2,2,19000,16726.12,33.0,14.59,140332.77,0,12,CONSUMO,PERSONAL,F,A1,275,1384,0
267960,2,2,6600,4282.98,36.0,16.09,108574.9,0,7,CONSUMO,PERSONAL,F,A1,994,1057,0
268152,2,2,18000,10406.55,48.0,14.695,8791.0,0,10,CONSUMO,PERSONAL,F,A1,993,1359,0
268175,2,2,30000,16854.67,51.0,15.595,50248.11,0,12,CONSUMO,PERSONAL,F,A1,988,1335,0
268304,2,2,23000,12432.92,42.0,15.195,34518.0,0,12,CONSUMO,PERSONAL,M,A1,985,841,0
268352,2,2,8000,2813.05,19.5,15.295,143671.04,0,4,CONSUMO,PERSONAL,M,A1,981,516,0
268430,6,6,9050,9050.0,1056.0,15.0,87000.0,0,11,CONSUMO,DPF,M,A1,247,853,0
268465,2,2,8300,4713.83,24.0,14.49,41064.4,0,11,CONSUMO,PERSONAL,M,A1,601,523,0
268522,2,2,30000,23457.44,48.0,14.440000000000001,72728.0,5,12,CONSUMO,PERSONAL,M,A1,572,1262,1
268562,2,2,30400,25941.219999999998,114.0,9.85,32353.0,0,4,INMOBILIARIO,HIPOTECA,M,A1,972,2970,0
268706,2,2,21800,20842.96,60.0,14.59,32684.0,0,12,CONSUMO,PERSONAL,F,A1,149,2429,0
268842,2,2,30000,22729.91,54.0,14.695,13300.0,0,5,CONSUMO,PERSONAL,M,A1,982,1212,0
269117,2,2,25000,10526.89,53.0,14.99,111600.0,0,12,CONSUMO,PERSONAL,F,A1,531,1399,0
269227,2,2,26300,21043.96,66.0,14.27,29100.0,0,5,CONSUMO,PERSONAL,F,A1,965,1776,0
269414,2,2,22000,15572.02,60.0,14.245000000000001,47350.7,8,7,CONSUMO,PERSONAL,M,A1,964,1757,1
269431,2,2,9200,3838.33,24.0,15.59,53500.0,0,7,CONSUMO,PERSONAL,M,A1,757,344,0
269622,2,2,12500,10877.630000000001,72.0,15.57,6455.0,0,3,CONSUMO,PERSONAL,F,A1,595,1965,0
269687,2,2,20000,14138.82,73.5,15.989999999999998,25000.0,9,7,CONSUMO,PERSONAL,F,A1,954,1895,1
269703,2,2,23500,18103.81,60.0,14.245000000000001,73149.0,0,5,CONSUMO,PERSONAL,F,A1,954,1800,0
269735,2,0,15000,9677.06,19.5,16.145,42000.0,317,5,CONSUMO,PERSONAL,F,E,959,-126,1
269953,2,2,22000,14694.98,54.0,15.645,34190.0,0,12,CONSUMO,PERSONAL,F,A1,952,1657,0
270017,2,2,15000,15000.0,48.0,14.09,25000.0,0,5,CONSUMO,PERSONAL,F,A1,16,1455,0
270115,2,2,10000,7105.62,8.0,15.495000000000001,13980.0,0,4,CONSUMO,PERSONAL,M,A1,945,1554,0
270138,2,2,21500,16086.439999999999,60.0,17.55,59290.0,0,12,MICROCRÉDITO,PERSONAL,M,A1,946,1611,0
270152,2,2,40000,34258.8,50.0,11.92,30294.0,0,4,CONSUMO,HIPOTECA,M,A1,925,2728,0
270453,2,2,17000,16716.66,60.0,14.09,18914.0,0,5,CONSUMO,PERSONAL,M,A1,44,1776,0
270682,2,2,19500,12213.55,52.0,14.695,12052.48,0,5,CONSUMO,PERSONAL,F,A1,936,1520,0
270765,2,2,3000,2454.84,17.5,14.59,46363.91,0,10,CONSUMO,PERSONAL,F,A1,192,505,0
270918,2,2,28800,25470.76,114.0,12.675,41956.28,0,4,CONSUMO,HIPOTECA,F,A1,827,3565,0
271097,2,2,7050,4718.92,30.0,15.489999999999998,38171.0,0,7,CONSUMO,PERSONAL,M,A1,448,649,0
271200,2,2,12000,8040.32,36.0,14.440000000000001,32035.0,6,12,CONSUMO,PERSONAL,F,A1,589,1241,1
271381,2,2,6000,3098.67,24.0,15.620000000000001,8200.0,0,12,CONSUMO,PERSONAL,F,A1,526,434,0
271479,2,2,6100,3278.17,30.0,14.245000000000001,13582.0,0,4,CONSUMO,PERSONAL,F,A1,916,562,0
271572,2,2,30000,27395.82,36.0,14.495000000000001,29436.6,0,11,CONSUMO,PERSONAL,M,A1,219,1090,0
271689,2,2,35000,24995.32,60.0,14.745000000000001,90876.0,0,5,CONSUMO,PERSONAL,F,A1,915,1664,0
271725,2,2,11900,10710.49,35.0,16.595,37367.0,0,2,CONSUMO,PERSONAL,M,A1,432,1559,0
271903,2,2,17000,16189.99,72.0,15.19,16739.0,0,1,CONSUMO,PERSONAL,M,A1,211,1993,0
272075,2,1,19900,13731.539999999999,58.0,14.745000000000001,35000.0,77,5,CONSUMO,PERSONAL,F,A2,898,1415,1
272170,2,2,15000,11165.32,48.0,14.245000000000001,10500.0,0,5,CONSUMO,PERSONAL,F,A1,901,1836,0
272237,2,2,12000,8329.28,54.0,14.745000000000001,62120.0,0,12,CONSUMO,PERSONAL,M,A1,894,1608,0
272241,2,2,22900,18142.23,60.0,14.245000000000001,18096.48,0,5,CONSUMO,PERSONAL,M,A1,888,1832,0
272395,2,2,23000,13669.420000000002,20.5,14.75,66150.0,0,6,CONSUMO,DPF,F,A1,531,565,0
272575,3,3,32500,21864.12,44.0,14.826666666666668,130000.0,0,12,CONSUMO,PERSONAL,F,A1,884,1231,0
272606,2,2,3200,2075.92,21.0,14.59,2000.0,0,5,CONSUMO,PERSONAL,F,A1,366,418,0
272648,2,2,17000,10486.95,42.0,14.745000000000001,41506.0,1,12,CONSUMO,PERSONAL,F,A1,885,1185,1
272652,2,2,6000,5411.36,24.0,17.5,4766.0,0,4,MICROCRÉDITO,PERSONAL,F,A1,329,2073,0
272799,2,2,30700,27450.61,114.0,12.42,17800.0,0,4,CONSUMO,HIPOTECA,F,A1,831,3558,0
272808,2,2,6000,3519.4,36.0,14.745000000000001,9210.0,0,12,CONSUMO,PERSONAL,F,A1,874,971,0
272924,2,2,12000,7595.6,18.0,14.995000000000001,245553.64,0,8,CONSUMO,PERSONAL,M,A1,320,449,0
273097,2,2,30000,27654.88,60.0,17.85,26574.0,0,2,MICROCRÉDITO,PERSONAL,F,A1,867,1741,0
273172,2,2,32000,23203.71,60.0,14.745000000000001,63780.0,0,5,CONSUMO,PERSONAL,F,A2,866,1630,0
273253,2,2,23900,14786.63,54.0,14.745000000000001,50000.0,0,5,CONSUMO,PERSONAL,F,A1,859,979,0
273281,2,2,15000,14562.18,36.0,14.59,217000.0,0,5,CONSUMO,PERSONAL,M,A1,107,1364,0
273350,2,2,30000,21053.4,54.0,15.695,60260.0,0,12,CONSUMO,PERSONAL,F,A1,860,1118,0
273375,2,2,18900,12848.87,60.0,14.745000000000001,30000.0,7,5,CONSUMO,PERSONAL,M,A2,860,1332,1
273422,2,2,25000,19206.559999999998,60.0,14.745000000000001,17000.0,0,5,CONSUMO,PERSONAL,M,A1,860,1647,0
273741,4,4,137000,115242.42,96.0,13.2675,205731.4,0,4,MICROCRÉDITO,HIPOTECA,M,A1,847,4289,0
273772,2,2,35000,31725.93,48.0,14.59,75000.0,0,5,CONSUMO,PERSONAL,M,A1,192,1272,0
273855,2,2,14200,3787.2799999999997,27.0,14.695,145000.0,0,8,CONSUMO,PERSONAL,M,A1,846,406,0
273991,2,2,10500,7310.29,3.0,17.5,12298.0,0,4,MICROCRÉDITO,PERSONAL,M,A1,380,436,0
274035,2,2,35000,26430.300000000003,54.0,14.745000000000001,46800.0,0,12,CONSUMO,PERSONAL,F,A1,838,1354,0
274125,2,2,25000,20460.96,72.0,15.745000000000001,22036.48,0,1,CONSUMO,PERSONAL,M,A1,827,1730,0
274130,2,2,8500,4774.96,11.0,17.65,9508.5,0,4,MICROCRÉDITO,PERSONAL,M,A1,832,1552,0
274152,2,2,19000,9197.46,36.0,17.09,59586.07,0,11,MICROCRÉDITO,PERSONAL,M,A1,827,565,0
274170,2,2,15000,6649.8099999999995,30.0,14.745000000000001,56400.0,9,4,CONSUMO,PERSONAL,M,A1,831,628,1
274183,3,3,15300,13828.52,54.0,14.456666666666665,27831.91,0,4,CONSUMO,PERSONAL,F,A1,372,2197,0
274406,2,2,18500,12826.97,48.0,15.44,67500.0,16,11,CONSUMO,PERSONAL,M,A2,628,1517,1
274410,2,2,14000,11225.04,54.0,16.09,85097.45,0,7,CONSUMO,PERSONAL,F,A1,590,1608,0
274455,2,2,15000,11532.119999999999,54.0,14.695,30894.46,0,4,CONSUMO,PERSONAL,F,A1,819,1503,0
274595,2,2,50000,41045.490000000005,40.0,18.35,219834.2,0,6,MICROCRÉDITO,PERSONAL,M,A1,806,1759,0
274742,2,2,16000,11016.21,36.0,14.745000000000001,17730.0,0,5,CONSUMO,PERSONAL,F,A1,811,929,0
274762,3,3,110500,102922.01000000001,92.0,13.826666666666668,103848.28,11,5,CONSUMO,PERSONAL,F,A2,807,4123,1
274848,2,2,20000,10780.939999999999,24.0,14.745000000000001,17311.52,0,10,CONSUMO,PERSONAL,F,A1,549,390,0
274952,2,2,20000,15389.89,48.0,14.245000000000001,106020.0,0,12,CONSUMO,PERSONAL,F,A1,807,1454,0
274974,2,2,23500,13197.41,36.0,15.59,71806.0,0,9,CONSUMO,PERSONAL,M,A1,805,668,0
275006,2,2,24000,18551.68,60.0,14.745000000000001,39999.07,0,12,CONSUMO,PERSONAL,F,A1,800,1626,0
275033,2,2,9000,2971.45,24.0,14.745000000000001,23405.87,0,9,CONSUMO,PERSONAL,M,A1,803,292,0
275071,2,2,8200,4570.93,33.0,15.745000000000001,112060.0,0,12,CONSUMO,PERSONAL,M,A1,805,658,0
275143,2,2,40000,28911.45,60.0,14.745000000000001,52188.0,0,12,CONSUMO,PERSONAL,F,A1,799,1577,0
275204,2,2,20000,11981.49,36.0,14.745000000000001,81711.95,0,5,CONSUMO,PERSONAL,M,A1,800,866,0
275225,2,2,11500,4438.27,24.0,17.65,14722.02,6,9,MICROCRÉDITO,PERSONAL,M,A1,800,298,1
275357,2,2,23000,19089.9,36.0,14.989999999999998,95152.0,0,9,CONSUMO,PERSONAL,M,A1,474,1359,0
275462,2,2,15000,8678.87,39.0,15.95,20000.0,6,8,MICROCRÉDITO,PERSONAL,F,A1,783,1153,1
275492,2,2,10000,7820.0,27.0,14.995000000000001,11000.0,0,5,CONSUMO,PERSONAL,M,A1,265,740,0
275502,2,2,19800,17020.37,54.0,14.49,157997.98,0,5,CONSUMO,PERSONAL,M,A1,457,1384,0
275616,2,2,25000,16831.71,48.0,15.245000000000001,177698.63,0,11,CONSUMO,PERSONAL,M,A1,783,1045,0
275822,2,1,2500,884.98,18.0,14.440000000000001,3409.0,51,4,CONSUMO,PERSONAL,F,A2,558,191,1
275867,2,2,15300,12124.79,54.0,14.745000000000001,22660.0,0,12,CONSUMO,PERSONAL,F,A1,776,1415,0
275880,2,2,3500,2276.42,12.0,17.35,41481.97,0,9,MICROCRÉDITO,PERSONAL,F,A1,286,274,0
275907,2,2,8800,4483.34,27.0,15.59,109905.0,0,8,CONSUMO,PERSONAL,M,A1,775,526,0
276078,2,2,19000,16785.64,54.0,17.35,83997.46,0,11,MICROCRÉDITO,PERSONAL,M,A1,368,1458,0
276242,2,2,23550,18079.27,48.0,14.945,45097.0,0,5,CONSUMO,PERSONAL,M,A1,763,1081,0
276293,2,2,32000,26273.57,60.0,16.345,101273.25,0,12,CONSUMO,PERSONAL,F,A1,762,1440,0
276316,2,2,62000,50538.07,54.0,14.75,243051.39,0,11,CONSUMO,DPF,F,A1,757,2165,0
276469,2,2,8400,8178.36,66.0,15.09,11813.0,0,1,CONSUMO,PERSONAL,F,A1,170,2403,0
276476,2,2,30000,24344.64,66.0,15.695,72510.0,0,12,CONSUMO,PERSONAL,F,A1,748,1512,0
276484,2,2,22000,15386.82,42.0,15.344999999999999,36125.78,0,10,CONSUMO,PERSONAL,M,A1,732,1364,0
276522,2,2,13500,9139.5,42.0,15.245000000000001,19546.0,2,2,CONSUMO,PERSONAL,F,A1,566,1034,1
276672,2,2,30000,15758.21,48.0,15.245000000000001,36796.0,0,5,CONSUMO,PERSONAL,F,A1,743,1106,0
276928,2,2,5800,4576.22,19.5,17.2,7108.0,0,1,MICROCRÉDITO,PERSONAL,F,A1,732,490,0
277035,2,2,3000,2244.23,18.0,15.19,10190.6,0,9,CONSUMO,PERSONAL,M,A1,247,429,0
277040,2,2,7000,6629.71,30.0,15.445,10050.0,0,5,CONSUMO,PERSONAL,F,A1,168,1083,0
277145,2,2,8000,4238.68,30.0,14.745000000000001,26996.11,0,9,CONSUMO,PERSONAL,M,A1,733,593,0
277149,2,2,18001,12082.43,39.0,14.245000000000001,31964.26,0,9,CONSUMO,PERSONAL,M,A1,723,913,0
277183,2,2,26790,24537.030000000002,66.0,16.2,115302.58,0,12,CONSUMO,PERSONAL,M,A1,723,2490,0
277184,3,3,14000,8361.24,19.0,14.79,229938.0,0,7,CONSUMO,PERSONAL,M,A1,286,831,0
277330,2,2,10300,6117.41,36.0,17.495,23083.44,2,7,MICROCRÉDITO,PERSONAL,F,A1,720,740,1
277454,2,2,9000,5358.85,24.0,15.19,13917.5,0,4,CONSUMO,PERSONAL,M,A1,412,412,0
277471,2,2,115000,106688.27,109.0,14.440000000000001,174072.23,0,12,CONSUMO,HIPOTECA,M,A1,709,4338,0
277474,2,2,2950,2716.91,26.0,15.15,29991.03,0,13,MICROCRÉDITO,PERSONAL,M,A1,163,863,0
277519,2,2,21000,11604.2,382.5,14.25,32018.71,0,10,CONSUMO,DPF,F,A1,714,385,0
277671,2,2,14150,10812.59,51.0,13.99,11081.18,0,10,CONSUMO,PERSONAL,F,A1,705,1231,0
277861,2,2,6100,1893.74,26.0,16.244999999999997,5400.0,0,8,MICROCRÉDITO,PERSONAL,M,A1,681,324,0
277909,2,2,2600,2064.91,4.5,13.99,14585.49,0,4,CONSUMO,PERSONAL,F,A1,499,677,0
278103,2,2,7000,3269.83,30.0,13.99,12242.06,0,10,CONSUMO,PERSONAL,F,A1,679,691,0
278174,2,2,27000,24373.18,60.0,14.54,36290.0,0,12,CONSUMO,PERSONAL,F,A1,348,1601,0
278195,2,2,9500,8739.810000000001,42.0,17.8,11143.0,0,6,MICROCRÉDITO,PERSONAL,M,A1,204,1667,0
278213,2,2,18800,13165.16,44.5,14.745000000000001,71293.19,0,12,CONSUMO,PERSONAL,F,A1,681,889,0
278250,2,2,32500,27203.79,66.0,14.49,125000.0,0,5,CONSUMO,PERSONAL,F,A1,677,1881,0
278376,2,2,23500,19063.059999999998,72.0,14.49,242122.0,0,6,CONSUMO,PERSONAL,F,A1,665,1895,0
278434,2,2,10000,7043.65,36.0,15.620000000000001,6493.44,0,8,CONSUMO,PERSONAL,M,A1,677,1014,0
278681,2,2,6200,2509.48,28.0,13.99,24479.81,0,12,CONSUMO,PERSONAL,M,A1,671,643,0
278820,2,2,132700,126188.81999999999,120.0,11.795,224000.0,0,5,CONSUMO,HIPOTECA,M,A1,576,4916,0
278988,2,2,5000,4503.63,33.0,14.49,10050.11,0,4,CONSUMO,PERSONAL,F,A1,201,1433,0
279014,2,2,15300,9112.59,30.0,16.65,31983.0,0,1,MICROCRÉDITO,PERSONAL,M,A1,649,576,0
279070,2,2,94000,86856.24,90.0,11.92,171000.0,0,5,CONSUMO,HIPOTECA,F,A1,593,3790,0
279136,2,2,20000,15795.529999999999,54.0,14.49,45000.0,0,5,CONSUMO,PERSONAL,M,A1,652,1601,0
279283,2,2,10000,7157.66,30.0,15.594999999999999,17251.0,0,9,CONSUMO,PERSONAL,F,A1,355,876,0
279284,2,2,20000,15705.88,42.0,15.17,48580.05,0,16,CONSUMO,PERSONAL,M,A1,645,958,0
279323,2,2,11000,10710.2,66.0,16.044999999999998,9597.0,0,6,CONSUMO,PERSONAL,F,A1,132,2553,0
279342,2,2,23300,20142.28,48.0,14.52,36256.0,0,14,CONSUMO,PERSONAL,F,A1,370,1630,0
279479,3,3,15350,10256.09,40.0,14.723333333333334,64962.0,0,7,CONSUMO,PERSONAL,F,A1,643,1274,0
279485,2,2,16000,14848.13,36.0,13.89,58855.53,0,15,CONSUMO,PERSONAL,M,A1,345,1042,0
279509,2,2,20000,11467.02,24.0,13.49,59317.0,0,14,CONSUMO,PERSONAL,M,A1,644,679,0
279546,2,2,20500,13129.439999999999,24.0,13.940000000000001,29529.0,0,14,CONSUMO,PERSONAL,M,A1,644,750,0
279550,2,2,21000,15426.45,42.0,13.99,69639.1,0,15,CONSUMO,PERSONAL,M,A1,641,1185,0
279601,2,2,28800,18902.08,36.0,13.940000000000001,45168.0,0,15,CONSUMO,PERSONAL,F,A1,641,831,0
279622,2,2,45200,37769.28,60.0,13.940000000000001,29521.0,0,14,CONSUMO,PERSONAL,M,A1,630,1926,0
279642,2,2,26000,22600.48,72.0,13.99,58527.26,0,15,CONSUMO,PERSONAL,M,A1,641,1926,0
279774,2,2,18000,13902.58,42.0,15.15,11033.57,0,16,MICROCRÉDITO,PERSONAL,F,A1,636,1191,0
279796,2,2,29700,24944.69,57.0,15.15,18091.0,0,14,MICROCRÉDITO,PERSONAL,F,A1,635,1559,0
279798,3,3,33200,27128.760000000002,31.333333333333332,14.43,30728.0,0,14,MICROCRÉDITO,PERSONAL,F,A1,635,1785,0
279888,2,2,35000,22252.32,36.0,13.49,21934.04,0,15,CONSUMO,PERSONAL,M,A1,635,1062,0
279934,2,2,25000,19078.37,54.0,13.99,67514.0,0,15,CONSUMO,PERSONAL,F,A1,632,1622,0
279944,2,2,30100,24727.629999999997,59.0,14.695,50940.0,0,12,CONSUMO,PERSONAL,F,A1,630,1507,0
280005,2,2,11200,7932.610000000001,48.0,14.52,44801.49,21,15,CONSUMO,PERSONAL,M,A1,625,1167,1
280071,2,2,20200,14825.53,65.0,14.745000000000001,16000.0,0,4,CONSUMO,PERSONAL,M,A1,618,1583,0
280166,2,2,23300,19098.28,33.0,15.15,15271.0,0,14,MICROCRÉDITO,PERSONAL,F,A1,336,1129,0
280187,2,2,30000,26458.53,66.0,14.07,20551.0,0,14,CONSUMO,PERSONAL,M,A1,623,1766,0
280258,2,2,23000,20292.1,54.0,15.15,16023.0,0,14,MICROCRÉDITO,PERSONAL,M,A1,502,1714,0
280298,2,2,25000,19688.25,42.0,15.15,93944.77,0,15,MICROCRÉDITO,PERSONAL,F,A1,433,1043,0
280317,2,2,7000,6632.46,41.5,15.09,36271.49,9,15,CONSUMO,PERSONAL,F,A1,226,1588,1
280371,2,2,23000,19702.260000000002,60.0,14.59,54593.0,0,6,CONSUMO,PERSONAL,F,A1,462,2106,0
280385,2,2,7100,4117.110000000001,36.0,13.940000000000001,46872.0,0,14,CONSUMO,PERSONAL,M,A1,618,776,0
280399,2,2,22100,18310.07,120.0,15.094999999999999,37000.0,0,13,CONSUMO,DPF,F,A1,401,1076,0
280403,2,2,27000,23455.59,63.0,14.245000000000001,234000.0,0,5,CONSUMO,PERSONAL,F,A1,610,1776,0
280442,2,2,10000,6472.780000000001,36.0,13.940000000000001,37142.0,0,15,CONSUMO,PERSONAL,M,A1,611,782,0
280516,4,4,11700,7978.88,18.0,13.89,58475.0,0,14,CONSUMO,PERSONAL,F,A1,368,518,0
280566,2,2,14800,13232.210000000001,7.0,15.15,9702.0,0,14,MICROCRÉDITO,PERSONAL,F,A1,214,1241,0
280583,2,2,25000,11941.43,6.0,14.695,49060.0,0,3,CONSUMO,PERSONAL,M,A1,600,415,0
280585,3,3,18000,10202.67,26.0,15.493333333333332,13490.03,0,9,MICROCRÉDITO,PERSONAL,F,A1,611,601,0
280620,2,2,15200,9732.62,8.0,15.225000000000001,78438.0,0,14,MICROCRÉDITO,PERSONAL,F,A1,603,861,0
280621,2,2,48000,36737.729999999996,32.0,14.52,88880.0,9,14,CONSUMO,PERSONAL,M,A1,600,1237,1
280638,2,2,12500,10945.29,25.5,16.45,32900.0,0,9,MICROCRÉDITO,PERSONAL,M,A1,245,856,0
280694,2,2,18500,13935.77,41.5,14.57,47709.0,0,14,CONSUMO,PERSONAL,M,A1,608,1206,0
280724,2,2,48700,33235.380000000005,26.5,14.57,134713.0,0,14,CONSUMO,PERSONAL,M,A1,595,894,0
281000,2,2,20000,17882.940000000002,66.0,13.99,28520.35,0,15,CONSUMO,PERSONAL,M,A1,596,1699,0
281007,2,2,30000,23678.68,48.0,14.52,68630.0,16,14,CONSUMO,PERSONAL,M,A2,560,1272,1
281009,2,2,25000,18168.56,36.0,13.940000000000001,60255.65,1,16,CONSUMO,PERSONAL,M,A1,601,881,1
281085,2,2,52000,44900.22,66.0,11.92,26172.0,0,14,CONSUMO,HIPOTECA,F,A1,576,1982,0
281090,2,2,41000,35411.58,72.0,11.870000000000001,86143.63,0,15,CONSUMO,HIPOTECA,F,A1,525,2049,0
281194,2,2,35200,24546.019999999997,34.5,13.99,28977.0,0,14,CONSUMO,PERSONAL,F,A1,590,1237,0
281206,2,2,6400,3226.02,25.5,13.99,15662.17,0,14,CONSUMO,PERSONAL,M,A1,594,510,0
281218,2,2,6500,5978.070000000001,20.0,14.57,18578.71,1,14,CONSUMO,PERSONAL,M,A1,300,1369,1
281280,2,2,29400,22080.82,36.0,14.57,36638.0,0,14,CONSUMO,PERSONAL,F,A1,595,887,0
281322,2,2,19000,14068.68,54.0,16.22,13488.54,0,8,CONSUMO,PERSONAL,M,A1,590,1923,0
281504,2,2,40000,25406.46,36.0,14.57,49252.0,0,14,CONSUMO,PERSONAL,F,A1,584,861,0
281516,2,2,6500,5725.43,36.0,15.15,6415.3,0,13,MICROCRÉDITO,PERSONAL,F,A1,378,1090,0
281520,2,2,22100,18530.01,54.0,13.99,53700.0,0,6,CONSUMO,PERSONAL,F,A1,584,1976,0
281545,2,2,9000,4503.280000000001,14.0,15.15,18044.0,0,14,MICROCRÉDITO,PERSONAL,F,A1,589,470,0
281549,2,2,20000,13168.35,36.0,14.49,116300.0,0,10,CONSUMO,PERSONAL,F,A1,588,817,0
281562,2,2,22200,14949.990000000002,33.0,14.57,55638.68,0,16,CONSUMO,PERSONAL,F,A1,584,877,0
281571,2,2,9000,4188.73,8.5,14.52,13805.0,0,14,CONSUMO,PERSONAL,F,A1,584,505,0
281649,2,2,24500,17828.07,24.0,15.15,198508.36,0,13,MICROCRÉDITO,PERSONAL,M,A1,334,782,0
281739,2,1,8000,4098.76,27.0,15.225000000000001,5917.0,41,14,MICROCRÉDITO,PERSONAL,M,A1,584,355,1
281773,2,2,7100,1534.32,11.0,14.57,28242.4,0,13,CONSUMO,PERSONAL,M,A1,378,69,0
281838,2,2,16500,11420.369999999999,25.0,15.15,7628.0,0,14,MICROCRÉDITO,PERSONAL,F,A1,582,902,0
281869,2,2,15500,10172.550000000001,30.0,15.15,17793.0,0,14,MICROCRÉDITO,PERSONAL,M,A1,581,660,0
281877,2,2,25000,17388.23,27.0,13.940000000000001,125094.82,0,13,CONSUMO,PERSONAL,M,A1,581,861,0
281888,2,2,30000,18265.38,27.0,15.15,96056.0,0,14,MICROCRÉDITO,PERSONAL,M,A1,566,554,0
281902,2,2,13000,7934.65,48.0,14.49,28387.64,0,1,CONSUMO,PERSONAL,M,A1,579,1206,0
281924,2,2,25500,20120.28,54.0,15.15,13983.95,0,14,MICROCRÉDITO,PERSONAL,M,A1,580,1267,0
281936,3,3,7200,3252.96,10.0,14.356666666666667,94000.0,0,5,CONSUMO,PERSONAL,F,A1,338,187,0
281982,2,2,20000,18807.77,19.0,15.15,26127.0,0,14,MICROCRÉDITO,PERSONAL,M,A1,211,1617,0
281999,2,2,10930,7172.02,26.0,14.57,43829.0,13,14,CONSUMO,PERSONAL,M,A1,579,719,1
282056,2,2,5500,2833.89,24.0,13.99,5144.53,0,15,CONSUMO,PERSONAL,M,A1,579,653,0
282067,3,3,25000,17723.620000000003,40.0,14.729999999999999,39589.42,0,15,MICROCRÉDITO,PERSONAL,M,A1,572,1196,0
282075,2,2,25000,18179.48,48.0,14.57,86241.0,0,14,CONSUMO,PERSONAL,F,A1,579,1744,0
282123,2,2,29900,26061.86,66.0,16.65,22450.15,0,13,MICROCRÉDITO,PERSONAL,M,A1,569,2025,0
282276,2,2,24000,20516.67,54.0,13.99,32023.53,0,5,CONSUMO,PERSONAL,M,A1,565,1386,0
282332,2,2,4030,2534.43,18.0,14.52,5737.0,0,14,CONSUMO,PERSONAL,M,A1,373,384,0
282390,2,2,22100,15337.59,42.0,15.15,66820.0,0,14,MICROCRÉDITO,PERSONAL,F,A1,568,1517,0
282463,2,2,13000,10992.189999999999,42.0,14.645,124121.51,0,13,CONSUMO,PERSONAL,M,A1,414,1237,0
282692,2,2,13000,11008.96,8.0,15.15,12000.0,0,14,MICROCRÉDITO,PERSONAL,F,A1,348,894,0
282715,2,2,11000,7456.78,27.0,14.989999999999998,49000.0,0,9,CONSUMO,PERSONAL,M,A1,562,726,0
282732,2,2,21400,16866.23,48.0,14.57,31100.0,0,14,CONSUMO,PERSONAL,M,A1,561,1267,0
282793,2,1,11300,7006.5599999999995,30.0,14.59,27936.93,36,16,CONSUMO,PERSONAL,M,A2,555,932,1
282795,2,2,12000,8529.98,16.0,15.15,5025.0,0,14,MICROCRÉDITO,PERSONAL,F,A1,561,884,0
282902,2,2,6500,4394.9,12.5,14.52,17701.0,0,14,CONSUMO,PERSONAL,F,A1,356,385,0
282931,2,2,23300,20285.96,60.0,14.07,18483.0,0,14,CONSUMO,PERSONAL,M,A1,554,1811,0
282933,2,2,14000,12199.23,42.0,13.99,11500.0,0,5,CONSUMO,PERSONAL,M,A1,556,1419,0
282944,3,3,25000,20921.940000000002,64.0,14.763333333333334,57351.94,0,15,MICROCRÉDITO,PERSONAL,F,A1,549,1642,0
283005,2,2,21000,16715.4,22.0,14.52,58932.0,16,14,CONSUMO,PERSONAL,M,A2,558,897,1
283035,2,2,30000,23010.379999999997,28.0,15.15,104221.0,0,14,MICROCRÉDITO,PERSONAL,M,A1,556,1455,0
283062,2,2,22500,19220.62,51.0,13.99,52152.62,0,15,CONSUMO,PERSONAL,M,A1,554,2011,0
283117,2,2,17500,12097.67,39.0,14.57,54939.19,0,15,CONSUMO,PERSONAL,M,A1,552,880,0
283202,2,2,35000,31748.839999999997,72.0,14.49,111969.0,2,6,CONSUMO,PERSONAL,F,A1,552,2004,1
283231,2,2,23100,17520.8,42.0,14.745000000000001,184465.0,0,5,CONSUMO,PERSONAL,M,A1,549,950,0
283300,2,2,31000,27412.46,57.0,13.99,35796.89,0,15,CONSUMO,PERSONAL,F,A1,551,2014,0
283310,2,2,3300,805.2299999999999,16.5,15.15,5600.0,0,14,MICROCRÉDITO,PERSONAL,F,A1,553,229,0
