cliente,n_operaciones,n_vigentes,monto_total,saldo_total,plazo_prom,tasa_prom,patrimonio_tec,max_dias_mora,oficina,tipo_credito,garantia,sexo,calificacion_riesgo,antiguedad_max_dias,dias_hasta_ultimo_venc,riesgo_actual
130386,2,2,13500,10729.64,9.0,15.09,16936.0,0,4,CONSUMO,PERSONAL,F,A1,559,1699,0
130950,2,2,15500,10437.23,29.0,15.844999999999999,16149.0,2,4,CONSUMO,PERSONAL,F,A1,1342,1594,1
131043,2,2,25500,13514.04,48.0,14.895,15102.0,0,2,CONSUMO,PERSONAL,F,A1,1136,690,0
131137,2,2,13500,11305.57,45.0,15.09,13204.0,1,4,CONSUMO,PERSONAL,M,A1,488,1338,1
131350,2,2,18000,12725.46,42.0,14.440000000000001,136000.0,0,5,CONSUMO,PERSONAL,F,A1,656,807,0
131427,2,2,57000,50838.78,114.0,12.745000000000001,48752.0,0,1,CONSUMO,HIPOTECA,F,A1,1041,4002,0
131483,2,2,8200,7660.4,36.0,16.495,31160.3,0,4,CONSUMO,PERSONAL,F,A1,173,1090,0
131625,2,2,17000,14129.99,72.0,14.09,26000.0,0,5,CONSUMO,PERSONAL,F,A1,404,2154,0
131803,2,2,43000,28601.670000000002,84.0,14.745000000000001,19458.65,0,4,CONSUMO,PERSONAL,M,A1,1350,2105,0
132547,2,2,16700,16700.0,1096.0,14.25,175050.0,0,10,CONSUMO,DPF,F,A1,995,548,0
132597,2,2,11300,7594.22,42.0,17.0,5047.0,1,2,CONSUMO,PERSONAL,F,A1,812,1019,1
133106,2,2,11130,7689.3,42.0,14.745000000000001,74401.0,0,7,CONSUMO,PERSONAL,M,A1,863,1327,0
133680,2,2,30000,28472.86,72.0,14.59,165000.0,0,5,CONSUMO,PERSONAL,M,A1,322,2256,0
134115,2,2,18000,13934.57,42.0,14.99,59046.0,0,5,CONSUMO,PERSONAL,F,A1,658,1181,0
134185,2,2,3495,1385.3,18.5,15.55,3164.0,0,4,CONSUMO,PERSONAL,M,A1,845,251,0
134209,2,2,15000,13514.010000000002,72.0,14.69,25650.0,0,6,CONSUMO,PERSONAL,F,A1,401,2242,0
134248,2,2,13500,5469.889999999999,39.0,14.545,17634.0,0,7,CONSUMO,PERSONAL,M,A1,1113,614,0
134572,2,2,12300,10797.14,10.0,15.09,9307.0,0,4,CONSUMO,PERSONAL,M,A1,622,1934,0
134749,2,2,60000,44799.659999999996,65.0,15.5,142887.93,0,1,CONSUMO,PERSONAL,F,A1,1050,1702,0
134786,2,2,23500,12172.79,42.0,14.695,45000.0,0,1,CONSUMO,PERSONAL,M,A1,1007,761,0
134823,2,2,17300,11343.14,51.0,15.489999999999998,6000.0,0,1,CONSUMO,PERSONAL,M,A1,1058,1181,0
134884,2,2,23000,15972.96,72.0,11.92,33700.0,0,4,CONSUMO,HIPOTECA,M,A1,1044,1862,0
134990,2,2,6000,3550.5,11.0,15.969999999999999,22321.72,0,4,CONSUMO,PERSONAL,M,A1,457,350,0
135135,2,2,62000,52719.49,114.0,12.344999999999999,63203.0,0,1,CONSUMO,HIPOTECA,M,A1,1343,3037,0
135219,2,2,34000,25330.27,48.0,16.244999999999997,66050.0,0,7,MICROCRÉDITO,PERSONAL,F,A1,610,1014,0
135735,2,2,25000,20893.53,72.0,14.245000000000001,37130.0,0,5,CONSUMO,PERSONAL,M,A1,1010,1776,0
135907,3,3,35000,27655.54,60.0,14.793333333333331,42384.0,1,2,CONSUMO,PERSONAL,F,A2,1127,1636,1
136133,2,2,33100,26681.57,78.0,11.844999999999999,31726.6,0,4,CONSUMO,HIPOTECA,M,A1,1428,2955,0
136333,2,2,23500,9278.72,29.0,15.245000000000001,36240.0,3,4,CONSUMO,PERSONAL,M,A1,1433,872,1
136910,2,2,70000,64969.74,66.0,15.344999999999999,158551.06,0,1,CONSUMO,HIPOTECA,F,A1,650,2378,0
137146,2,2,4700,1124.17,24.0,14.99,34592.68,0,4,CONSUMO,PERSONAL,F,A1,693,222,0
137151,2,2,113001,104337.67,132.0,12.6,246167.0,0,1,CONSUMO,HIPOTECA,M,A1,898,4802,0
137500,2,2,29000,27626.559999999998,79.0,13.495000000000001,20093.0,0,4,INMOBILIARIO,HIPOTECA,M,A1,439,4289,0
137630,2,2,6500,5462.14,21.0,17.35,12906.0,0,7,MICROCRÉDITO,PERSONAL,M,A1,161,572,0
138368,3,3,5700,5300.14,555.6666666666666,14.333333333333334,51980.0,0,7,CONSUMO,DPF,F,A1,523,208,0
139353,2,2,29000,20592.730000000003,58.5,14.49,80935.41,0,5,CONSUMO,PERSONAL,M,A1,1288,1177,0
139989,2,2,14900,14265.36,84.0,15.09,31462.0,0,1,CONSUMO,PERSONAL,M,A1,489,2518,0
140129,2,2,8000,4813.41,36.0,14.945,103819.0,0,3,CONSUMO,PERSONAL,M,A1,736,964,0
140595,2,2,19500,17642.13,38.0,14.54,13644.5,0,4,CONSUMO,PERSONAL,F,A1,350,1699,0
140741,2,2,6100,3258.59,33.0,14.745000000000001,10100.13,0,4,CONSUMO,PERSONAL,M,A1,931,546,0
141498,2,2,16000,7529.66,42.0,15.5,47438.0,0,2,CONSUMO,PERSONAL,F,A1,1017,841,0
141817,2,2,44500,38826.78,102.0,11.344999999999999,120000.0,0,5,CONSUMO,HIPOTECA,M,A1,1158,3200,0
142735,2,2,3000,1218.64,21.0,15.489999999999998,30080.0,0,4,CONSUMO,PERSONAL,F,A1,579,376,0
143381,2,2,50000,19855.31,58.5,14.99,114446.01,0,5,CONSUMO,PERSONAL,F,A1,1392,1163,0
143728,2,2,34700,20293.88,48.0,16.875,114899.63,15,9,MICROCRÉDITO,HIPOTECA,M,A1,1217,992,1
143880,3,3,27000,16147.619999999999,44.0,15.966666666666667,37004.0,2,1,MICROCRÉDITO,PERSONAL,M,A1,916,1014,1
143954,2,2,15400,13949.05,37.0,15.09,20084.0,0,4,CONSUMO,PERSONAL,M,A1,530,2343,0
144284,2,2,26000,16321.05,66.0,14.745000000000001,69150.0,0,7,CONSUMO,PERSONAL,F,A1,1107,1435,0
144675,2,1,35200,318.52,83.0,12.344999999999999,56273.0,616,1,CONSUMO,HIPOTECA,F,A1,1441,3075,1
145149,2,2,19850,10164.89,42.5,16.425,51810.0,0,3,CONSUMO,PERSONAL,F,A1,631,1926,0
145313,2,2,22200,15130.400000000001,66.0,14.99,13865.0,0,2,CONSUMO,PERSONAL,F,A1,1157,1385,0
145714,2,2,15000,14594.630000000001,60.0,14.09,30000.0,0,5,CONSUMO,PERSONAL,F,A1,77,1741,0
146078,2,2,15600,13955.21,42.5,15.295,51000.0,0,4,CONSUMO,PERSONAL,M,A1,474,2085,0
146550,2,2,17450,6552.99,42.0,14.245000000000001,66829.0,0,7,CONSUMO,PERSONAL,M,A1,1371,474,0
147118,2,2,35000,33714.57,96.0,11.99,133509.0,0,5,CONSUMO,HIPOTECA,F,A1,274,4359,0
147370,2,2,35000,33394.3,60.0,15.594999999999999,53380.0,0,3,CONSUMO,PERSONAL,F,A1,204,1776,0
147769,2,2,50000,35963.630000000005,84.0,11.844999999999999,60532.0,0,7,CONSUMO,HIPOTECA,M,A1,1315,2338,0
148196,2,2,11000,7093.05,48.0,14.745000000000001,11775.22,0,4,CONSUMO,PERSONAL,F,A1,615,1230,0
149125,2,2,55000,50184.68,60.0,14.995000000000001,371331.0,0,2,CONSUMO,HIPOTECA,F,A1,275,1576,0
149477,2,2,135000,121026.70000000001,144.0,9.844999999999999,195589.6,0,2,INMOBILIARIO,HIPOTECA,F,A1,1274,4205,0
150149,2,2,34000,12532.64,55.0,14.245000000000001,34384.0,0,7,CONSUMO,PERSONAL,M,A1,1373,490,0
150240,2,2,35000,30580.25,72.0,14.49,174100.0,0,5,CONSUMO,PERSONAL,F,A1,584,1972,0
150316,2,2,15800,12176.33,42.0,13.99,138374.77,0,10,CONSUMO,PERSONAL,M,A1,538,1086,0
150404,2,2,10900,8837.939999999999,9.0,16.85,21925.0,0,4,MICROCRÉDITO,PERSONAL,M,A1,776,1926,0
150457,2,2,20000,13611.86,66.0,14.745000000000001,8050.0,0,1,CONSUMO,PERSONAL,F,A1,1006,1527,0
150499,2,2,24900,12995.079999999998,86.0,13.445,38181.0,0,4,INMOBILIARIO,HIPOTECA,M,A1,1286,1704,0
150517,2,2,25000,15797.63,48.0,9.85,36111.45,0,4,INMOBILIARIO,HIPOTECA,M,A1,750,1085,0
150524,2,2,15000,10181.51,48.0,14.695,42272.0,0,3,CONSUMO,PERSONAL,M,A1,1083,768,0
151116,2,2,30000,17077.9,12.0,14.54,847113.0,0,1,CONSUMO,PERSONAL,F,A1,341,245,0
151142,2,2,30000,25248.129999999997,60.0,15.344999999999999,159817.0,0,2,CONSUMO,PERSONAL,F,A1,812,1846,0
151629,2,2,24000,19374.66,72.0,14.695,34918.0,1,2,CONSUMO,PERSONAL,F,A1,854,1703,1
151668,2,2,9000,9000.0,9.0,15.245000000000001,37200.02,0,4,CONSUMO,PERSONAL,F,A1,77,2160,0
152121,2,2,24500,17516.08,60.0,14.745000000000001,111476.07,0,4,CONSUMO,PERSONAL,F,A1,1006,1652,0
152270,2,2,9000,4295.43,36.0,14.59,5400.0,16,3,CONSUMO,PERSONAL,F,A1,1341,639,1
153123,2,2,10600,8726.4,7.5,15.55,8583.78,0,4,CONSUMO,PERSONAL,M,A1,904,1653,0
153137,2,2,17000,7085.46,42.0,13.99,43050.0,0,7,CONSUMO,PERSONAL,F,A1,1363,1037,0
153489,2,2,15000,11410.060000000001,33.0,16.65,47300.0,1,1,MICROCRÉDITO,PERSONAL,F,A1,621,761,1
153517,2,2,20000,10426.66,54.0,15.989999999999998,51155.0,2,7,CONSUMO,PERSONAL,M,A1,1258,790,1
153617,2,2,25400,23858.5,72.0,14.54,59037.0,0,7,CONSUMO,PERSONAL,F,A1,376,2399,0
153658,2,2,6000,629.13,30.0,15.09,39999.0,0,6,CONSUMO,PERSONAL,M,A1,1405,112,0
153996,2,2,15000,5346.01,39.0,16.445,92883.0,0,7,MICROCRÉDITO,PERSONAL,F,A1,994,380,0
154033,2,2,33000,19262.59,72.5,15.895,49010.0,6,2,MICROCRÉDITO,PERSONAL,M,A2,1366,1211,1
154229,2,2,14300,8914.88,48.0,14.545,26000.0,0,1,CONSUMO,PERSONAL,F,A1,1134,790,0
154240,2,2,30000,28371.34,84.0,15.19,56296.0,0,4,CONSUMO,PERSONAL,M,A1,267,2294,0
154500,2,2,36000,28990.95,50.0,16.244999999999997,25234.0,21,3,MICROCRÉDITO,PERSONAL,M,A1,1157,1581,1
154572,2,2,29000,18412.9,69.0,15.19,61300.0,0,1,CONSUMO,PERSONAL,M,A1,308,2378,0
154596,2,2,15300,9517.89,48.0,14.695,11895.0,0,2,CONSUMO,PERSONAL,M,A1,982,967,0
154977,2,2,28000,23297.28,85.5,15.344999999999999,25500.0,0,1,CONSUMO,PERSONAL,M,A1,939,2227,0
155166,2,2,20000,8057.45,36.0,14.695,125673.0,0,7,CONSUMO,PERSONAL,F,A1,1031,761,0
155329,2,2,50700,38802.15,10.5,14.440000000000001,30166.0,0,4,CONSUMO,PERSONAL,M,A1,1226,1517,0
155554,2,2,30000,14373.56,60.0,14.440000000000001,270000.0,0,7,CONSUMO,PERSONAL,M,A1,1415,1451,0
155918,2,2,10500,8420.81,28.0,16.395,3188.0,0,3,CONSUMO,PERSONAL,F,A1,579,1247,0
156505,2,2,14500,7703.04,30.0,14.49,30600.0,0,7,CONSUMO,PERSONAL,M,A1,677,460,0
156610,2,2,7700,2920.4700000000003,42.0,15.09,31750.0,0,1,CONSUMO,PERSONAL,M,A1,1407,929,0
157048,2,0,14000,7679.47,3.5,14.49,53606.0,678,4,CONSUMO,PERSONAL,M,E,1224,-518,1
157217,2,2,16000,11311.96,36.0,14.695,11700.0,0,4,CONSUMO,PERSONAL,M,A1,561,796,0
157265,2,2,30000,16764.98,42.0,14.745000000000001,308100.0,0,5,CONSUMO,PERSONAL,M,A1,953,840,0
157506,2,2,17100,17100.0,10.0,17.5,23917.79,0,4,MICROCRÉDITO,PERSONAL,M,A1,162,2029,0
157579,2,2,16000,12122.900000000001,54.0,14.745000000000001,17600.0,0,3,CONSUMO,PERSONAL,M,A1,818,1286,0
157877,2,2,27000,13556.98,41.0,15.09,118782.0,0,1,CONSUMO,PERSONAL,M,A1,663,1807,0
158203,2,2,10000,5023.120000000001,24.0,14.440000000000001,164604.47,0,4,CONSUMO,PERSONAL,M,A1,579,537,0
158537,2,2,20000,18761.34,60.0,14.59,13481.35,0,5,CONSUMO,PERSONAL,M,A1,223,1619,0
158701,2,2,66000,62356.69,43.0,16.845,114164.0,0,1,CONSUMO,HIPOTECA,M,A1,329,2427,0
158910,3,3,13000,6878.21,44.666666666666664,17.83,19720.0,0,1,MICROCRÉDITO,PERSONAL,M,A1,1083,1139,0
159047,2,2,14500,9881.58,51.0,14.594999999999999,4504.0,0,1,CONSUMO,PERSONAL,F,A1,1140,1396,0
159430,2,2,7900,5472.0,30.0,14.594999999999999,6000.0,0,1,CONSUMO,DPF,F,A1,554,964,0
159558,2,2,16000,14759.1,60.0,15.19,41890.0,0,1,CONSUMO,PERSONAL,F,A1,316,1791,0
160074,2,2,23800,14777.369999999999,54.0,15.09,19900.0,0,4,CONSUMO,PERSONAL,M,A1,625,1982,0
160087,2,2,54000,37968.939999999995,42.0,11.92,367445.58,0,5,CONSUMO,HIPOTECA,M,A1,700,1149,0
160352,2,2,7000,5178.87,23.0,16.75,17738.0,0,2,MICROCRÉDITO,PERSONAL,F,A1,701,1126,0
160402,2,2,15000,4585.14,24.0,15.344999999999999,98676.0,0,8,CONSUMO,PERSONAL,M,A1,732,561,0
160486,2,2,5700,4486.32,37.5,15.995000000000001,16098.0,29,4,CONSUMO,PERSONAL,F,A1,565,1267,1
160984,2,2,40000,31444.59,66.0,14.745000000000001,39000.0,0,5,CONSUMO,PERSONAL,F,A1,807,1598,0
161295,2,2,7000,4297.5599999999995,21.0,18.25,7886.0,0,2,MICROCRÉDITO,PERSONAL,F,A1,684,684,0
161298,2,2,15700,12279.67,54.0,15.344999999999999,22200.0,0,6,CONSUMO,PERSONAL,F,A1,885,1305,0
161320,2,2,12100,10166.470000000001,48.0,14.49,18500.0,0,4,CONSUMO,PERSONAL,M,A2,643,1910,0
161545,2,2,17500,12538.1,66.0,15.5,34640.0,0,7,CONSUMO,PERSONAL,F,A1,1065,1486,0
161588,2,2,20000,15984.25,53.0,14.945,40000.0,0,7,CONSUMO,PERSONAL,M,A1,716,1440,0
162008,2,2,100000,80106.65999999999,114.0,12.42,241718.0,0,6,CONSUMO,HIPOTECA,M,A1,887,3496,0
163376,2,2,50000,35668.8,54.0,12.925,74001.0,0,4,INMOBILIARIO,HIPOTECA,M,A1,644,1503,0
164108,2,2,18000,4696.7699999999995,36.0,15.35,28370.0,0,8,CONSUMO,PERSONAL,M,A1,1141,298,0
164622,2,2,15000,15000.0,60.0,14.09,35000.0,0,5,CONSUMO,PERSONAL,M,A1,69,1770,0
164627,2,2,20500,14011.19,72.0,16.12,12505.0,0,3,CONSUMO,PERSONAL,F,A1,1249,1292,0
164843,2,2,14000,11552.91,72.0,15.745000000000001,10699.0,0,4,CONSUMO,PERSONAL,M,A1,870,1687,0
165569,2,2,40000,26843.47,72.0,13.99,92100.0,0,7,CONSUMO,PERSONAL,M,A1,1315,1785,0
165756,2,2,1060,1060.0,158.5,15.0,6130.0,0,7,CONSUMO,DPF,M,A1,65,105,0
165872,2,2,7560,4655.26,21.0,16.0,10250.0,0,5,MICROCRÉDITO,PERSONAL,M,A1,390,385,0
165969,2,0,10000,6063.58,31.0,15.645,11656.0,436,4,CONSUMO,PERSONAL,M,E,1259,-237,1
167503,2,2,15500,2954.02,36.0,14.745000000000001,111419.0,0,5,CONSUMO,PERSONAL,M,A1,959,339,0
167654,2,2,28500,18627.469999999998,38.0,15.344999999999999,68760.0,0,12,CONSUMO,PERSONAL,M,A1,827,1272,0
168007,2,2,18000,15070.380000000001,48.0,15.09,35270.0,0,1,CONSUMO,PERSONAL,F,A1,426,1759,0
168135,3,3,23000,18540.45,43.333333333333336,15.166666666666666,22900.0,0,5,CONSUMO,DPF,F,A1,770,1810,0
168243,2,2,101500,68721.33,44.0,12.675,303261.0,0,1,CONSUMO,HIPOTECA,F,A1,888,979,0
168376,2,2,122000,109481.98,60.0,15.945,124310.0,0,2,MICROCRÉDITO,HIPOTECA,M,A1,679,2444,0
168550,2,2,23600,19543.35,48.0,16.495,88981.0,1,7,CONSUMO,PERSONAL,F,A1,366,1581,1
168772,4,4,55100,47829.72,288.5,14.7475,150000.0,0,5,CONSUMO,DPF,M,A1,251,1342,0
168978,2,2,15900,11991.7,45.0,16.095,8210.0,0,6,CONSUMO,PERSONAL,M,A1,828,1364,0
169136,2,2,27000,21492.760000000002,54.0,14.49,123611.0,0,5,CONSUMO,PERSONAL,M,A1,640,1191,0
169144,2,2,15000,14461.36,60.0,14.59,170000.0,0,5,CONSUMO,PERSONAL,M,A1,94,1729,0
169327,2,2,24000,19549.81,15.0,16.095,53818.0,0,4,CONSUMO,PERSONAL,M,A1,937,1692,0
169395,2,2,12000,5838.76,24.0,13.99,53428.64,0,7,CONSUMO,PERSONAL,M,A1,694,422,0
169463,2,2,21000,14110.82,42.0,14.895,18742.27,0,4,CONSUMO,PERSONAL,M,A1,777,782,0
169799,2,2,20000,18901.92,60.0,15.895,10700.0,0,8,CONSUMO,PERSONAL,M,A1,216,1664,0
170308,2,2,12000,12000.0,49.5,14.5,200965.0,0,5,CONSUMO,DPF,F,A1,1279,244,0
170368,2,2,16000,13751.24,60.0,14.945,82454.0,0,4,CONSUMO,PERSONAL,F,A1,369,1483,0
170675,2,2,15800,8397.0,42.0,15.344999999999999,15841.24,1,8,CONSUMO,PERSONAL,F,A1,959,1126,1
171215,2,2,6000,5457.69,22.5,14.495000000000001,157914.0,0,7,CONSUMO,DPF,F,A1,180,932,0
171658,2,2,15000,13993.24,54.0,14.54,38000.0,0,5,CONSUMO,PERSONAL,F,A1,320,1531,0
172039,2,2,32500,23668.81,42.0,15.19,300000.0,0,7,CONSUMO,PERSONAL,F,A1,343,1497,0
172067,2,2,21450,13568.490000000002,54.0,15.195,53000.0,0,7,CONSUMO,PERSONAL,F,A1,1147,1426,0
172124,2,2,26200,7957.620000000001,54.0,15.540000000000001,104841.0,0,7,CONSUMO,PERSONAL,F,A1,764,1450,0
172126,2,2,25000,23915.940000000002,60.0,14.59,142930.0,0,5,CONSUMO,PERSONAL,F,A1,125,1709,0
172625,2,2,70000,54638.630000000005,132.0,9.774999999999999,81251.64,0,4,INMOBILIARIO,HIPOTECA,F,A1,1404,3768,0
172736,2,2,19000,16042.98,60.0,14.49,24912.0,0,6,CONSUMO,PERSONAL,M,A1,504,1545,0
172908,2,2,25700,19227.33,30.0,14.54,172000.0,0,5,CONSUMO,PERSONAL,F,A1,321,867,0
173192,2,2,49900,34364.41,48.0,15.344999999999999,29014.0,0,4,CONSUMO,PERSONAL,F,A1,1008,1069,0
173240,2,2,35000,24403.85,72.0,14.49,139900.0,0,5,CONSUMO,PERSONAL,F,A1,1419,1724,0
173621,2,2,30300,21873.059999999998,54.0,15.745000000000001,51000.0,0,5,CONSUMO,PERSONAL,M,A1,876,1202,0
173697,2,2,15000,14606.720000000001,60.0,14.59,72150.0,0,5,CONSUMO,PERSONAL,M,A1,110,1751,0
173761,2,2,10300,8008.96,42.0,15.945,11420.0,0,4,CONSUMO,PERSONAL,M,A1,530,1364,0
174072,2,2,58000,46651.71,114.0,12.625,31077.36,0,3,CONSUMO,HIPOTECA,M,A1,977,3611,0
174508,2,2,5000,1416.8400000000001,33.0,15.489999999999998,15000.0,0,4,CONSUMO,PERSONAL,F,A1,1288,376,0
174819,2,1,16600,12531.94,8.0,17.75,39600.0,245,6,MICROCRÉDITO,PERSONAL,M,A1,1385,625,1
174913,2,2,13500,11262.69,24.0,15.445,49264.0,0,1,CONSUMO,PERSONAL,F,A1,156,656,0
175281,3,3,20000,17495.29,36.0,14.723333333333334,34185.85,0,10,CONSUMO,PERSONAL,F,A1,503,1090,0
175342,2,2,22000,19078.72,66.0,15.09,35552.62,0,8,CONSUMO,PERSONAL,M,A1,457,1807,0
175556,2,2,25800,23738.36,66.0,14.59,95000.0,0,5,CONSUMO,PERSONAL,F,A1,383,1808,0
175619,2,2,15000,7671.73,35.0,15.245000000000001,58928.0,0,6,CONSUMO,PERSONAL,M,A1,1286,1112,0
175959,2,2,24100,11128.26,48.0,15.25,147362.0,0,7,MICROCRÉDITO,PERSONAL,M,A1,640,1211,0
176830,2,2,56750,50680.09,144.0,9.85,106314.12,9,4,INMOBILIARIO,HIPOTECA,F,A1,1038,3732,1
177427,2,2,20420,17491.29,31.0,15.09,30525.0,0,6,CONSUMO,PERSONAL,M,A1,1202,1370,0
178065,2,2,35000,30780.98,60.0,14.59,150350.0,0,12,CONSUMO,PERSONAL,M,A1,418,1776,0
178136,3,3,43000,21747.94,24.666666666666668,15.293333333333335,77756.0,0,4,MICROCRÉDITO,PERSONAL,M,A1,1177,1695,0
178396,2,2,14100,11026.92,48.0,14.49,100000.0,0,7,CONSUMO,PERSONAL,F,A1,447,1540,0
179058,2,2,6500,3232.5,33.0,16.12,39800.0,0,5,CONSUMO,PERSONAL,F,A1,694,775,0
179203,2,2,600,600.0,328.0,15.0,32500.0,0,7,CONSUMO,DPF,M,A1,129,218,0
179760,2,2,35000,32439.03,48.0,14.495000000000001,223290.76,0,5,CONSUMO,PERSONAL,F,A1,204,1391,0
179949,2,2,20000,19633.13,36.0,14.09,403000.0,0,5,CONSUMO,PERSONAL,M,A1,61,1045,0
180063,2,2,22300,17091.43,84.0,14.99,88654.0,0,3,CONSUMO,PERSONAL,F,A1,1218,2091,0
180123,2,2,19500,18273.18,36.0,15.19,19000.0,0,1,CONSUMO,PERSONAL,M,A1,203,1415,0
181212,2,2,32000,19300.75,54.0,14.49,22384.0,0,5,CONSUMO,PERSONAL,F,A1,1372,856,0
181328,2,2,29300,20601.940000000002,54.0,13.99,64000.0,0,12,CONSUMO,PERSONAL,F,A1,1381,1162,0
182068,3,3,7100,5652.19,48.666666666666664,14.326666666666668,24385.27,0,8,CONSUMO,PERSONAL,M,A1,476,449,0
182135,2,2,6500,5097.87,24.0,17.8,72589.0,0,7,MICROCRÉDITO,PERSONAL,M,A1,414,582,0
182483,2,0,108000,68345.87,35.0,16.35,195428.0,185,6,MICROCRÉDITO,HIPOTECA,M,A3,1336,638,1
182827,2,2,18000,11666.599999999999,48.0,15.44,145194.09,0,7,CONSUMO,PERSONAL,F,A1,1000,831,0
182865,2,2,25500,10694.93,18.0,14.49,157000.0,0,5,CONSUMO,PERSONAL,M,A1,664,296,0
183205,2,2,35000,33344.28,72.0,14.59,125185.08,0,5,CONSUMO,PERSONAL,F,A1,239,2329,0
183241,2,2,45000,29071.53,39.0,15.09,26551.89,0,8,CONSUMO,PERSONAL,F,A1,611,747,0
183293,3,3,22000,18498.08,52.0,14.39,184116.4,0,8,CONSUMO,PERSONAL,M,A1,510,1800,0
183472,2,2,13000,6137.49,54.0,14.99,33555.0,0,7,CONSUMO,PERSONAL,F,A1,1405,1440,0
183488,2,2,35000,30381.89,54.0,13.99,130769.0,0,10,CONSUMO,PERSONAL,F,A1,476,1430,0
183644,2,2,5200,4804.15,15.5,15.395,14894.0,0,1,CONSUMO,PERSONAL,M,A1,126,796,0
183745,2,2,22700,14860.869999999999,60.0,15.489999999999998,55969.92,0,7,CONSUMO,PERSONAL,F,A1,988,1214,0
183761,2,2,20000,19771.379999999997,60.0,14.945,85964.92,0,8,CONSUMO,PERSONAL,M,A1,36,1790,0
183786,2,2,13420,3509.13,36.0,14.745000000000001,258796.06,0,7,CONSUMO,PERSONAL,M,A1,1055,999,0
183979,2,2,19500,13349.76,66.0,15.745000000000001,73000.0,0,1,CONSUMO,PERSONAL,F,A1,1379,2007,0
184496,2,2,25000,11456.74,54.0,16.75,196000.0,0,6,CONSUMO,PERSONAL,M,A1,1039,866,0
184516,2,2,22000,20489.79,60.0,15.17,25101.15,0,13,CONSUMO,PERSONAL,M,A1,330,1729,0
185417,2,2,13000,10542.77,42.0,15.09,13965.26,0,7,CONSUMO,PERSONAL,M,A1,488,1359,0
185581,2,2,36200,35700.6,68.0,15.094999999999999,85302.35,0,7,CONSUMO,DPF,F,A1,110,2462,0
185641,2,2,22850,17598.92,21.0,14.695,57868.21,0,4,CONSUMO,PERSONAL,F,A1,986,1389,0
185797,2,2,22000,21075.73,48.0,15.445,105155.52,0,8,CONSUMO,PERSONAL,M,A1,210,1468,0
186300,2,2,35000,13545.7,36.0,14.745000000000001,279740.0,2,5,CONSUMO,PERSONAL,F,A1,958,971,1
186307,2,2,23000,11093.98,33.0,14.745000000000001,282045.0,0,5,CONSUMO,PERSONAL,M,A1,940,526,0
186309,2,2,25000,23428.61,36.0,15.445,79613.0,0,5,CONSUMO,PERSONAL,F,A1,125,985,0
186339,2,2,29500,23655.65,66.0,15.344999999999999,14018.0,7,2,CONSUMO,PERSONAL,F,A2,888,1669,1
186387,2,2,35200,34301.91,24.0,12.59,58462.32,0,4,CONSUMO,HIPOTECA,F,A1,272,3380,0
186565,3,3,14900,11757.15,36.0,15.83,31015.36,0,13,MICROCRÉDITO,PERSONAL,F,A1,798,1029,0
187025,3,3,22000,15960.919999999998,48.0,14.493333333333334,108050.52,0,7,CONSUMO,PERSONAL,F,A1,947,1359,0
187192,3,3,17910,8480.720000000001,40.0,14.656666666666666,59395.0,0,7,CONSUMO,PERSONAL,M,A1,1267,1029,0
187265,2,2,15500,10095.15,30.0,13.99,251030.38,0,5,CONSUMO,PERSONAL,M,A1,681,692,0
187369,2,2,68790,23243.6,19.5,14.24,128110.0,0,5,CONSUMO,PERSONAL,M,A1,322,483,0
188067,2,2,40000,30198.83,3.5,17.25,122073.68,0,4,MICROCRÉDITO,HIPOTECA,M,A1,455,642,0
188187,2,2,17500,15797.29,71.0,14.49,58900.0,0,5,CONSUMO,PERSONAL,M,A1,700,1815,0
188328,2,2,30000,14980.279999999999,6.0,14.545,258332.0,0,4,CONSUMO,PERSONAL,F,A1,1133,693,0
188443,2,2,40000,39231.55,72.0,13.245000000000001,71900.0,0,8,CONSUMO,PERSONAL,F,A1,103,2496,0
189592,2,2,11300,8998.96,51.0,14.695,13783.0,0,4,CONSUMO,PERSONAL,M,A1,772,1795,0
189908,2,2,4050,501.33,24.0,14.59,27013.0,0,7,CONSUMO,PERSONAL,F,A1,390,719,0
190155,2,2,15000,14100.58,5.0,15.745000000000001,44579.4,0,4,CONSUMO,PERSONAL,M,A1,202,1062,0
190429,2,2,16000,12198.07,72.0,15.245000000000001,23661.87,15,4,CONSUMO,PERSONAL,M,A1,1024,1521,1
190639,2,2,19700,13840.57,60.0,16.195,25500.0,7,1,CONSUMO,PERSONAL,F,A1,982,1210,1
190847,2,2,60700,36125.07,60.0,12.675,417048.33,0,2,INMOBILIARIO,HIPOTECA,M,A1,1065,1369,0
190911,2,2,40000,26145.03,69.0,14.49,85100.0,0,5,CONSUMO,PERSONAL,F,A1,1342,1374,0
191604,2,1,21000,13563.26,74.0,15.489999999999998,48120.0,68,7,CONSUMO,PERSONAL,M,A1,1391,1424,1
191644,2,2,18500,5517.3,51.0,14.49,16375.0,0,3,CONSUMO,PERSONAL,F,A1,1223,1615,0
191696,2,2,18000,12731.46,54.0,16.945,10482.0,0,3,MICROCRÉDITO,PERSONAL,M,A1,1086,1815,0
191771,2,2,65000,41863.11,36.0,15.945,92025.77,0,10,CONSUMO,PERSONAL,F,A1,1269,660,0
192358,2,2,21000,18644.809999999998,42.0,14.59,100100.0,0,5,CONSUMO,PERSONAL,F,A1,308,1167,0
